line_id,date,total_revenue_egp,total_trips,total_passengers
Transfer_Line2/Line3,2024-01-18,20324,69,1512
Transfer_Line2/Line3,2024-01-19,22708,65,1661
Transfer_Line2/Line3,2024-01-20,21640,75,1644
Transfer_Line2/Line3,2024-01-21,15416,61,1248
Transfer_Line2/Line3,2024-01-22,17547,70,1303
Transfer_Line2/Line3,2024-01-23,25735,73,1954
Transfer_Line2/Line3,2024-01-24,24568,72,1789
Transfer_Line2/Line3,2024-01-25,10197,28,840
Transfer_Line2/Line3,2024-01-26,18055,59,1371
Transfer_Line2/Line3,2024-01-27,19046,67,1521
Transfer_Line2/Line3,2024-01-28,19323,61,1539
Transfer_Line2/Line3,2024-01-29,21217,63,1607
Transfer_Line2/Line3,2024-01-30,23706,70,1769
Transfer_Line2/Line3,2024-01-31,23106,56,1713
Transfer_Line2/Line3,2024-02-01,21944,62,1685
Transfer_Line2/Line3,2024-02-02,23820,79,1846
Transfer_Line2/Line3,2024-02-03,23004,58,1681
Transfer_Line2/Line3,2024-02-04,21083,65,1641
Transfer_Line2/Line3,2024-02-05,15664,62,1183
Transfer_Line2/Line3,2024-02-06,22104,67,1635
Transfer_Line2/Line3,2024-02-07,24848,66,1882
Transfer_Line2/Line3,2024-02-08,20464,62,1523
Transfer_Line2/Line3,2024-02-09,25958,66,2018
Transfer_Line2/Line3,2024-02-10,18358,67,1369
Transfer_Line2/Line3,2024-02-11,22073,64,1693
Transfer_Line2/Line3,2024-02-12,31287,102,2426
Transfer_Line2/Line3,2024-02-13,30459,92,2284
Transfer_Line2/Line3,2024-02-14,28843,77,2273
Transfer_Line2/Line3,2024-02-15,28094,81,2097
Transfer_Line2/Line3,2024-02-16,19803,62,1484
Transfer_Line2/Line3,2024-02-17,16944,51,1271
Transfer_Line2/Line3,2024-02-18,22871,61,1682
Transfer_Line2/Line3,2024-02-19,43746,101,3239
Transfer_Line2/Line3,2024-02-20,28891,87,2174
Transfer_Line2/Line3,2024-02-21,25852,95,1979
Transfer_Line2/Line3,2024-02-22,41388,118,3255
Transfer_Line2/Line3,2024-02-23,17631,55,1345
Transfer_Line2/Line3,2024-02-24,14001,48,982
Transfer_Line2/Line3,2024-02-25,16672,52,1342
Transfer_Line2/Line3,2024-02-26,32317,92,2518
Transfer_Line2/Line3,2024-02-27,27491,91,2126
Transfer_Line2/Line3,2024-02-28,33170,112,2543
Transfer_Line2/Line3,2024-02-29,35838,92,2639
Transfer_Line2/Line3,2024-03-01,14427,53,1073
Transfer_Line2/Line3,2024-03-02,13006,50,999
Transfer_Line2/Line3,2024-03-03,23375,64,1831
Transfer_Line2/Line3,2024-03-04,33362,90,2407
Transfer_Line2/Line3,2024-03-05,36188,96,2988
Transfer_Line2/Line3,2024-03-06,30331,94,2191
Transfer_Line2/Line3,2024-03-07,35052,97,2583
Transfer_Line2/Line3,2024-03-08,20422,48,1507
Transfer_Line2/Line3,2024-03-09,27042,61,1964
Transfer_Line2/Line3,2024-03-10,16693,59,1329
Transfer_Line2/Line3,2024-03-11,23619,74,1716
Transfer_Line2/Line3,2024-03-12,34733,94,2598
Transfer_Line2/Line3,2024-03-13,28997,84,2108
Transfer_Line2/Line3,2024-03-14,41569,95,3115
Transfer_Line2/Line3,2024-03-15,22253,65,1691
Transfer_Line2/Line3,2024-03-16,21153,56,1594
Transfer_Line2/Line3,2024-03-17,21555,47,1551
Transfer_Line2/Line3,2024-03-18,30542,95,2337
Transfer_Line2/Line3,2024-03-19,33242,86,2470
Transfer_Line2/Line3,2024-03-20,26011,81,1949
Transfer_Line2/Line3,2024-03-21,34422,105,2744
Transfer_Line2/Line3,2024-03-22,20283,62,1494
Transfer_Line2/Line3,2024-03-23,21564,56,1711
Transfer_Line2/Line3,2024-03-24,15292,49,1147
Transfer_Line2/Line3,2024-03-25,34290,97,2487
Transfer_Line2/Line3,2024-03-26,39926,98,2841
Transfer_Line2/Line3,2024-03-27,33465,101,2491
Transfer_Line2/Line3,2024-03-28,45141,109,3451
Transfer_Line2/Line3,2024-03-29,19769,59,1511
Transfer_Line2/Line3,2024-03-30,25183,62,1815
Transfer_Line2/Line3,2024-03-31,18652,55,1398
Transfer_Line2/Line3,2024-04-01,27273,83,2027
Transfer_Line2/Line3,2024-04-02,31225,90,2488
Transfer_Line2/Line3,2024-04-03,33711,93,2623
Transfer_Line2/Line3,2024-04-04,39121,98,2900
Transfer_Line2/Line3,2024-04-05,18592,55,1417
Transfer_Line2/Line3,2024-04-06,18571,58,1423
Transfer_Line2/Line3,2024-04-07,17646,56,1296
Transfer_Line2/Line3,2024-04-08,24957,84,1905
Transfer_Line2/Line3,2024-04-09,16002,39,1191
Transfer_Line2/Line3,2024-04-10,5734,21,433
Transfer_Line2/Line3,2024-04-11,14551,34,995
Transfer_Line2/Line3,2024-04-12,16245,53,1240
Transfer_Line2/Line3,2024-04-13,19778,53,1471
Transfer_Line2/Line3,2024-04-14,14159,49,1114
Transfer_Line2/Line3,2024-04-15,29801,96,2318
Transfer_Line2/Line3,2024-04-16,24714,79,1863
Transfer_Line2/Line3,2024-04-17,26992,78,2029
Transfer_Line2/Line3,2024-04-18,28093,90,2190
Transfer_Line2/Line3,2024-04-19,15382,54,1168
Transfer_Line2/Line3,2024-04-20,24407,60,1816
Transfer_Line2/Line3,2024-04-21,24447,64,1831
Transfer_Line2/Line3,2024-04-22,27222,92,2122
Transfer_Line2/Line3,2024-04-23,38742,103,3073
Transfer_Line2/Line3,2024-04-24,29550,86,2344
Transfer_Line2/Line3,2024-04-25,4809,23,367
Transfer_Line2/Line3,2024-04-26,23553,66,1847
Transfer_Line2/Line3,2024-04-27,19550,58,1501
Transfer_Line2/Line3,2024-04-28,23508,65,1774
Transfer_Line2/Line3,2024-04-29,38563,110,2908
Transfer_Line2/Line3,2024-04-30,29072,85,2202
Transfer_Line2/Line3,2024-05-01,14025,28,986
Transfer_Line2/Line3,2024-05-02,30640,100,2275
Transfer_Line2/Line3,2024-05-03,20857,60,1462
Transfer_Line2/Line3,2024-05-04,21428,63,1674
Transfer_Line2/Line3,2024-05-05,7288,29,553
Transfer_Line2/Line3,2024-05-06,9254,25,685
Transfer_Line2/Line3,2024-05-07,27130,88,2076
Transfer_Line2/Line3,2024-05-08,23927,80,1823
Transfer_Line2/Line3,2024-05-09,31494,85,2357
Transfer_Line2/Line3,2024-05-10,23751,59,1841
Transfer_Line2/Line3,2024-05-11,17794,53,1362
Transfer_Line2/Line3,2024-05-12,21926,64,1707
Transfer_Line2/Line3,2024-05-13,24788,76,1781
Transfer_Line2/Line3,2024-05-14,39939,120,2977
Transfer_Line2/Line3,2024-05-15,32938,99,2417
Transfer_Line2/Line3,2024-05-16,31913,83,2294
Transfer_Line2/Line3,2024-05-17,17159,64,1396
Transfer_Line2/Line3,2024-05-18,23341,54,1811
Transfer_Line2/Line3,2024-05-19,22563,58,1682
Transfer_Line2/Line3,2024-05-20,35550,102,2677
Transfer_Line2/Line3,2024-05-21,25900,90,1916
Transfer_Line2/Line3,2024-05-22,35697,96,2712
Transfer_Line2/Line3,2024-05-23,34479,95,2655
Transfer_Line2/Line3,2024-05-24,17051,53,1343
Transfer_Line2/Line3,2024-05-25,18878,52,1368
Transfer_Line2/Line3,2024-05-26,21280,59,1625
Transfer_Line2/Line3,2024-05-27,38446,96,2756
Transfer_Line2/Line3,2024-05-28,29138,88,2180
Transfer_Line2/Line3,2024-05-29,31725,93,2379
Transfer_Line2/Line3,2024-05-30,32591,93,2467
Transfer_Line2/Line3,2024-05-31,23673,58,1742
Transfer_Line2/Line3,2024-06-01,23785,71,1866
Transfer_Line2/Line3,2024-06-02,17412,60,1293
Transfer_Line2/Line3,2024-06-03,20691,62,1524
Transfer_Line2/Line3,2024-06-04,30519,78,2227
Transfer_Line2/Line3,2024-06-05,33274,72,2585
Transfer_Line2/Line3,2024-06-06,19665,58,1316
Transfer_Line2/Line3,2024-06-07,17782,56,1369
Transfer_Line2/Line3,2024-06-08,20132,60,1548
Transfer_Line2/Line3,2024-06-09,20227,65,1396
Transfer_Line2/Line3,2024-06-10,24848,64,1932
Transfer_Line2/Line3,2024-06-11,22979,67,1849
Transfer_Line2/Line3,2024-06-12,20764,62,1705
Transfer_Line2/Line3,2024-06-13,24440,65,1698
Transfer_Line2/Line3,2024-06-14,35324,80,2455
Transfer_Line2/Line3,2024-06-15,12194,28,939
Transfer_Line2/Line3,2024-06-16,8429,31,614
Transfer_Line2/Line3,2024-06-17,8388,23,626
Transfer_Line2/Line3,2024-06-18,12585,34,922
Transfer_Line2/Line3,2024-06-19,8557,29,648
Transfer_Line2/Line3,2024-06-20,19609,52,1462
Transfer_Line2/Line3,2024-06-21,14717,53,1064
Transfer_Line2/Line3,2024-06-22,29769,70,2191
Transfer_Line2/Line3,2024-06-23,20196,58,1664
Transfer_Line2/Line3,2024-06-24,23591,67,1827
Transfer_Line2/Line3,2024-06-25,23317,67,1763
Transfer_Line2/Line3,2024-06-26,22849,70,1724
Transfer_Line2/Line3,2024-06-27,35887,64,2605
Transfer_Line2/Line3,2024-06-28,24469,58,1865
Transfer_Line2/Line3,2024-06-29,22054,70,1681
Transfer_Line2/Line3,2024-06-30,15729,61,1167
Transfer_Line2/Line3,2024-07-01,20830,57,1540
Transfer_Line2/Line3,2024-07-02,21975,73,1664
Transfer_Line2/Line3,2024-07-03,16449,64,1199
Transfer_Line2/Line3,2024-07-04,23266,66,1778
Transfer_Line2/Line3,2024-07-05,24097,68,1919
Transfer_Line2/Line3,2024-07-06,20650,63,1545
Transfer_Line2/Line3,2024-07-07,7595,26,607
Transfer_Line2/Line3,2024-07-08,15901,60,1232
Transfer_Line2/Line3,2024-07-09,23539,60,1611
Transfer_Line2/Line3,2024-07-10,26885,79,2054
Transfer_Line2/Line3,2024-07-11,23682,71,1737
Transfer_Line2/Line3,2024-07-12,26379,69,2072
Transfer_Line2/Line3,2024-07-13,18995,56,1351
Transfer_Line2/Line3,2024-07-14,21840,51,1579
Transfer_Line2/Line3,2024-07-15,24930,77,1952
Transfer_Line2/Line3,2024-07-16,20279,64,1569
Transfer_Line2/Line3,2024-07-17,26878,77,1985
Transfer_Line2/Line3,2024-07-18,26096,78,1915
Transfer_Line2/Line3,2024-07-19,28211,76,2296
Transfer_Line2/Line3,2024-07-20,21083,64,1630
Transfer_Line2/Line3,2024-07-21,15936,57,1302
Transfer_Line2/Line3,2024-07-22,21428,55,1575
Transfer_Line2/Line3,2024-07-23,12190,31,881
Transfer_Line2/Line3,2024-07-24,26131,82,2004
Transfer_Line2/Line3,2024-07-25,27962,84,2173
Transfer_Line2/Line3,2024-07-26,36402,72,2663
Transfer_Line2/Line3,2024-07-27,23242,68,1648
Transfer_Line2/Line3,2024-07-28,26076,70,1961
Transfer_Line2/Line3,2024-07-29,23515,65,1726
Transfer_Line2/Line3,2024-07-30,25917,63,1951
Transfer_Line2/Line3,2024-07-31,27223,62,2003
Transfer_Line2/Line3,2024-08-01,16090,51,1232
Transfer_Line2/Line3,2024-08-02,27803,69,2108
Transfer_Line2/Line3,2024-08-03,28212,67,1944
Transfer_Line2/Line3,2024-08-04,18498,61,1322
Transfer_Line2/Line3,2024-08-05,17407,59,1347
Transfer_Line2/Line3,2024-08-06,18717,60,1381
Transfer_Line2/Line3,2024-08-07,21352,61,1578
Transfer_Line2/Line3,2024-08-08,18325,62,1345
Transfer_Line2/Line3,2024-08-09,19306,67,1549
Transfer_Line2/Line3,2024-08-10,24188,59,1789
Transfer_Line2/Line3,2024-08-11,22462,60,1638
Transfer_Line2/Line3,2024-08-12,25079,57,1856
Transfer_Line2/Line3,2024-08-13,17222,59,1325
Transfer_Line2/Line3,2024-08-14,34016,84,2501
Transfer_Line2/Line3,2024-08-15,25758,84,1975
Transfer_Line2/Line3,2024-08-16,18247,57,1489
Transfer_Line2/Line3,2024-08-17,29975,66,2142
Transfer_Line2/Line3,2024-08-18,23003,59,1706
Transfer_Line2/Line3,2024-08-19,19175,59,1427
Transfer_Line2/Line3,2024-08-20,18781,59,1434
Transfer_Line2/Line3,2024-08-21,25988,79,1955
Transfer_Line2/Line3,2024-08-22,22351,63,1797
Transfer_Line2/Line3,2024-08-23,22547,62,1680
Transfer_Line2/Line3,2024-08-24,19559,66,1403
Transfer_Line2/Line3,2024-08-25,20027,64,1559
Transfer_Line2/Line3,2024-08-26,31439,75,2270
Transfer_Line2/Line3,2024-08-27,19283,73,1517
Transfer_Line2/Line3,2024-08-28,27512,66,2087
Transfer_Line2/Line3,2024-08-29,21712,60,1735
Transfer_Line2/Line3,2024-08-30,24024,66,1811
Transfer_Line2/Line3,2024-08-31,25220,73,1911
Transfer_Line2/Line3,2024-09-01,32749,84,2568
Transfer_Line2/Line3,2024-09-02,22632,67,1689
Transfer_Line2/Line3,2024-09-03,20904,63,1568
Transfer_Line2/Line3,2024-09-04,21693,63,1636
Transfer_Line2/Line3,2024-09-05,20273,54,1560
Transfer_Line2/Line3,2024-09-06,25761,80,1905
Transfer_Line2/Line3,2024-09-07,22600,73,1762
Transfer_Line2/Line3,2024-09-08,24217,70,1811
Transfer_Line2/Line3,2024-09-09,15017,52,1135
Transfer_Line2/Line3,2024-09-10,22170,68,1667
Transfer_Line2/Line3,2024-09-11,23187,61,1701
Transfer_Line2/Line3,2024-09-12,15031,55,1241
Transfer_Line2/Line3,2024-09-13,23551,59,1683
Transfer_Line2/Line3,2024-09-14,19839,67,1543
Transfer_Line2/Line3,2024-09-15,7754,28,623
Transfer_Line2/Line3,2024-09-16,28153,102,2142
Transfer_Line2/Line3,2024-09-17,25445,83,1955
Transfer_Line2/Line3,2024-09-18,36878,108,2767
Transfer_Line2/Line3,2024-09-19,34522,109,2540
Transfer_Line2/Line3,2024-09-20,18057,57,1434
Transfer_Line2/Line3,2024-09-21,20548,59,1476
Transfer_Line2/Line3,2024-09-22,17913,53,1327
Transfer_Line2/Line3,2024-09-23,32158,94,2529
Transfer_Line2/Line3,2024-09-24,23781,96,1933
Transfer_Line2/Line3,2024-09-25,32376,102,2419
Transfer_Line2/Line3,2024-09-26,37230,103,2884
Transfer_Line2/Line3,2024-09-27,17374,57,1319
Transfer_Line2/Line3,2024-09-28,26479,76,1982
Transfer_Line2/Line3,2024-09-29,15470,67,1181
Transfer_Line2/Line3,2024-09-30,29438,93,2268
Transfer_Line2/Line3,2024-10-01,41351,110,3026
Transfer_Line2/Line3,2024-10-02,39014,96,2901
Transfer_Line2/Line3,2024-10-03,34227,100,2682
Transfer_Line2/Line3,2024-10-04,17445,56,1368
Transfer_Line2/Line3,2024-10-05,18512,55,1400
Transfer_Line2/Line3,2024-10-06,21951,66,1741
Transfer_Line2/Line3,2024-10-07,29452,91,2294
Transfer_Line2/Line3,2024-10-08,34014,97,2659
Transfer_Line2/Line3,2024-10-09,29000,89,2140
Transfer_Line2/Line3,2024-10-10,38429,86,2747
Transfer_Line2/Line3,2024-10-11,20549,64,1588
Transfer_Line2/Line3,2024-10-12,18116,45,1395
Transfer_Line2/Line3,2024-10-13,19503,59,1380
Transfer_Line2/Line3,2024-10-14,32730,100,2442
Transfer_Line2/Line3,2024-10-15,27259,79,2016
Transfer_Line2/Line3,2024-10-16,31051,96,2380
Transfer_Line2/Line3,2024-10-17,37958,106,2945
Transfer_Line2/Line3,2024-10-18,16212,51,1247
Transfer_Line2/Line3,2024-10-19,13421,59,1011
Transfer_Line2/Line3,2024-10-20,19313,58,1478
Transfer_Line2/Line3,2024-10-21,31588,98,2308
Transfer_Line2/Line3,2024-10-22,23551,82,1875
Transfer_Line2/Line3,2024-10-23,36127,91,2614
Transfer_Line2/Line3,2024-10-24,24582,79,1937
Transfer_Line2/Line3,2024-10-25,21629,58,1656
Transfer_Line2/Line3,2024-10-26,23895,58,1699
Transfer_Line2/Line3,2024-10-27,17988,56,1321
Transfer_Line2/Line3,2024-10-28,42624,94,3182
Transfer_Line2/Line3,2024-10-29,34586,87,2565
Transfer_Line2/Line3,2024-10-30,37440,98,2687
Transfer_Line2/Line3,2024-10-31,35908,93,2783
Transfer_Line2/Line3,2024-11-01,17531,55,1357
Transfer_Line2/Line3,2024-11-02,17458,50,1267
Transfer_Line2/Line3,2024-11-03,19068,57,1418
Transfer_Line2/Line3,2024-11-04,29235,86,2311
Transfer_Line2/Line3,2024-11-05,35632,98,2452
Transfer_Line2/Line3,2024-11-06,31338,90,2405
Transfer_Line2/Line3,2024-11-07,19574,78,1466
Transfer_Line2/Line3,2024-11-08,15837,52,1229
Transfer_Line2/Line3,2024-11-09,20258,61,1649
Transfer_Line2/Line3,2024-11-10,17128,52,1384
Transfer_Line2/Line3,2024-11-11,32173,98,2477
Transfer_Line2/Line3,2024-11-12,27014,87,1848
Transfer_Line2/Line3,2024-11-13,19849,68,1498
Transfer_Line2/Line3,2024-11-14,27053,81,2076
Transfer_Line2/Line3,2024-11-15,18687,47,1353
Transfer_Line2/Line3,2024-11-16,11830,47,944
Transfer_Line2/Line3,2024-11-17,18020,49,1326
Transfer_Line2/Line3,2024-11-18,28668,94,2119
Transfer_Line2/Line3,2024-11-19,26152,72,2050
Transfer_Line2/Line3,2024-11-20,33485,95,2438
Transfer_Line2/Line3,2024-11-21,31519,86,2317
Transfer_Line2/Line3,2024-11-22,18885,60,1427
Transfer_Line2/Line3,2024-11-23,19074,59,1391
Transfer_Line2/Line3,2024-11-24,19993,43,1402
Transfer_Line2/Line3,2024-11-25,39089,115,2895
Transfer_Line2/Line3,2024-11-26,36938,106,2720
Transfer_Line2/Line3,2024-11-27,29005,91,2147
Transfer_Line2/Line3,2024-11-28,28888,93,2222
Transfer_Line2/Line3,2024-11-29,23337,56,1788
Transfer_Line2/Line3,2024-11-30,15251,60,1186
Transfer_Line2/Line3,2024-12-01,17464,40,1252
Transfer_Line2/Line3,2024-12-02,27504,86,2136
Transfer_Line2/Line3,2024-12-03,40398,107,2988
Transfer_Line2/Line3,2024-12-04,27685,88,2054
Transfer_Line2/Line3,2024-12-05,29160,94,2261
Transfer_Line2/Line3,2024-12-06,18083,40,1375
Transfer_Line2/Line3,2024-12-07,17510,48,1320
Transfer_Line2/Line3,2024-12-08,18459,52,1379
Transfer_Line2/Line3,2024-12-09,32576,88,2500
Transfer_Line2/Line3,2024-12-10,23595,78,1769
Transfer_Line2/Line3,2024-12-11,25801,82,1990
Transfer_Line2/Line3,2024-12-12,27036,84,1933
Transfer_Line2/Line3,2024-12-13,18801,45,1346
Transfer_Line2/Line3,2024-12-14,20534,57,1519
Transfer_Line2/Line3,2024-12-15,19089,54,1392
Transfer_Line2/Line3,2024-12-16,33293,86,2463
Transfer_Line2/Line3,2024-12-17,35899,110,2648
Transfer_Line2/Line3,2024-12-18,38726,104,2861
Transfer_Line2/Line3,2024-12-19,30344,89,2293
Transfer_Line2/Line3,2024-12-20,19412,51,1434
Transfer_Line2/Line3,2024-12-21,15803,52,1238
Transfer_Line2/Line3,2024-12-22,18255,56,1313
Transfer_Line2/Line3,2024-12-23,31207,86,2427
Transfer_Line2/Line3,2024-12-24,34791,94,2743
Transfer_Line2/Line3,2024-12-25,41243,112,3021
Transfer_Line2/Line3,2024-12-26,30718,81,2488
Transfer_Line2/Line3,2024-12-27,22626,57,1700
Transfer_Line2/Line3,2024-12-28,18904,54,1363
Transfer_Line2/Line3,2024-12-29,18504,64,1447
Transfer_Line2/Line3,2024-12-30,28598,84,2329
Transfer_Line2/Line3,2024-12-31,28000,91,2182
